reference_designator,method,stream_name,uframe_route,driver,parser,instrument_type
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_error,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_gps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_msg_counts,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_pps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,telemetered,cg_dcl_eng_dcl_superv,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_cpu_uptime_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_aarm_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_mgr_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_error_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_gps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_msg_counts_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_pps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_superv_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD11-01-MOPAK0000,recovered_host,mopak_o_dcl_accel_recovered,Ingest.mopak-o-dcl_recovered,mopak_o_dcl_recovered_driver,mopak_o_dcl,Engineering
CE02SHSM-SBD11-01-MOPAK0000,recovered_host,mopak_o_dcl_rate_recovered,Ingest.mopak-o-dcl_recovered,mopak_o_dcl_recovered_driver,mopak_o_dcl,Engineering
CE02SHSM-SBD11-01-MOPAK0000,telemetered,mopak_o_dcl_accel,Ingest.mopak-o-dcl_telemetered,mopak_o_dcl_telemetered_driver,mopak_o_dcl,Engineering
CE02SHSM-SBD11-01-MOPAK0000,telemetered,mopak_o_dcl_rate,Ingest.mopak-o-dcl_telemetered,mopak_o_dcl_telemetered_driver,mopak_o_dcl,Engineering
CE02SHSM-SBD11-02-HYDGN0000,recovered_host,hyd_o_dcl_instrument_recovered,Ingest.hyd-o-dcl_recovered,hyd_o_dcl_recovered_driver,hyd_o_dcl,Engineering
CE02SHSM-SBD11-02-HYDGN0000,telemetered,hyd_o_dcl_instrument,Ingest.hyd-o-dcl_telemetered,hyd_o_dcl_telemetered_driver,hyd_o_dcl,Engineering
CE02SHSM-SBD11-04-VELPTA000,recovered_host,velpt_ab_dcl_diagnostics_metadata_recovered,Ingest.velpt-ab-dcl_recovered,velpt_ab_dcl_recovered_driver,velpt_ab_dcl_particles,Science
CE02SHSM-SBD11-04-VELPTA000,recovered_host,velpt_ab_dcl_diagnostics_recovered,Ingest.velpt-ab-dcl_recovered,velpt_ab_dcl_recovered_driver,velpt_ab_dcl_particles,Science
CE02SHSM-SBD11-04-VELPTA000,recovered_host,velpt_ab_dcl_instrument_recovered,Ingest.velpt-ab-dcl_recovered,velpt_ab_dcl_recovered_driver,velpt_ab_dcl_particles,Science
CE02SHSM-SBD11-04-VELPTA000,recovered_inst,velpt_ab_diagnostics_metadata_recovered,Ingest.velpt-ab_recovered,velpt_ab_recovered_driver,velpt_ab_particles,Science
CE02SHSM-SBD11-04-VELPTA000,recovered_inst,velpt_ab_diagnostics_recovered,Ingest.velpt-ab_recovered,velpt_ab_recovered_driver,velpt_ab_particles,Science
CE02SHSM-SBD11-04-VELPTA000,recovered_inst,velpt_ab_instrument_metadata_recovered,Ingest.velpt-ab_recovered,velpt_ab_recovered_driver,velpt_ab_particles,Science
CE02SHSM-SBD11-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered,Ingest.velpt-ab_recovered,velpt_ab_recovered_driver,velpt_ab_particles,Science
CE02SHSM-SBD11-04-VELPTA000,telemetered,velpt_ab_dcl_diagnostics,Ingest.velpt-ab-dcl_telemetered,velpt_ab_dcl_telemetered_driver,velpt_ab_dcl_particles,Science
CE02SHSM-SBD11-04-VELPTA000,telemetered,velpt_ab_dcl_diagnostics_metadata,Ingest.velpt-ab-dcl_telemetered,velpt_ab_dcl_telemetered_driver,velpt_ab_dcl_particles,Science
CE02SHSM-SBD11-04-VELPTA000,telemetered,velpt_ab_dcl_instrument,Ingest.velpt-ab-dcl_telemetered,velpt_ab_dcl_telemetered_driver,velpt_ab_dcl_particles,Science
CE02SHSM-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered,Ingest.metbk-a-dcl_recovered,metbk_a_dcl_recovered_driver,metbk_a_dcl,Science
CE02SHSM-SBD11-06-METBKA000,recovered_host,metbk_hourly,Ingest.metbk-a-dcl_recovered,metbk_a_dcl_recovered_driver,,Science
CE02SHSM-SBD11-06-METBKA000,telemetered,metbk_a_dcl_instrument,Ingest.metbk-a-dcl_telemetered,metbk_a_dcl_telemetered_driver,metbk_a_dcl,Science
CE02SHSM-SBD11-06-METBKA000,telemetered,metbk_hourly,Ingest.metbk-a-dcl_telemetered,metbk_a_dcl_telemetered_driver,,Science
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_cpu_uptime,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_aarm,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_mgr,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_error,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_gps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_msg_counts,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_pps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,telemetered,cg_dcl_eng_dcl_superv,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_cpu_uptime_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_aarm_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_mgr_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_error_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_gps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_msg_counts_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_pps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_superv_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE02SHSM-SBD12-03-HYDGN0000,recovered_host,hyd_o_dcl_instrument_recovered,Ingest.hyd-o-dcl_recovered,hyd_o_dcl_recovered_driver,hyd_o_dcl,Engineering
CE02SHSM-SBD12-03-HYDGN0000,telemetered,hyd_o_dcl_instrument,Ingest.hyd-o-dcl_telemetered,hyd_o_dcl_telemetered_driver,hyd_o_dcl,Engineering
CE02SHSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered,Ingest.pco2a-a-dcl_recovered,pco2a_a_dcl_recovered_driver,pco2a_a_dcl,Science
CE02SHSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered,Ingest.pco2a-a-dcl_recovered,pco2a_a_dcl_recovered_driver,pco2a_a_dcl,Science
CE02SHSM-SBD12-04-PCO2AA000,telemetered,pco2a_a_dcl_instrument_air,Ingest.pco2a-a-dcl_telemetered,pco2a_a_dcl_telemetered_driver,pco2a_a_dcl,Science
CE02SHSM-SBD12-04-PCO2AA000,telemetered,pco2a_a_dcl_instrument_water,Ingest.pco2a-a-dcl_telemetered,pco2a_a_dcl_telemetered_driver,pco2a_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered,Ingest.wavss-a-dcl_recovered,wavss_a_dcl_recovered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_mean_directional_recovered,Ingest.wavss-a-dcl_recovered,wavss_a_dcl_recovered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered,Ingest.wavss-a-dcl_recovered,wavss_a_dcl_recovered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered,Ingest.wavss-a-dcl_recovered,wavss_a_dcl_recovered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered,Ingest.wavss-a-dcl_recovered,wavss_a_dcl_recovered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,telemetered,wavss_a_dcl_fourier,Ingest.wavss-a-dcl-full_telemetered,wavss_a_dcl_telemetered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,telemetered,wavss_a_dcl_mean_directional,Ingest.wavss-a-dcl-full_telemetered,wavss_a_dcl_telemetered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,telemetered,wavss_a_dcl_motion,Ingest.wavss-a-dcl-full_telemetered,wavss_a_dcl_telemetered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,telemetered,wavss_a_dcl_non_directional,Ingest.wavss-a-dcl-full_telemetered,wavss_a_dcl_telemetered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-05-WAVSSA000,telemetered,wavss_a_dcl_statistics,Ingest.wavss-a-dcl-full_telemetered,wavss_a_dcl_telemetered_driver,wavss_a_dcl,Science
CE02SHSM-SBD12-08-FDCHPA000,recovered_host,fdchp_a_dcl_instrument_recovered,Ingest.fdchp-a-dcl_recovered,fdchp_a_dcl_recovered_driver,fdchp_a_dcl,Science
CE02SHSM-SBD12-08-FDCHPA000,recovered_inst,fdchp_a_instrument_recovered,Ingest.fdchp-a_recovered,fdchp_a_recovered_driver,fdchp_a,Science
CE02SHSM-SBD12-08-FDCHPA000,telemetered,fdchp_a_dcl_instrument,Ingest.fdchp-a-dcl_telemetered,fdchp_a_dcl_telemetered_driver,fdchp_a_dcl,Science
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_dbg_pdbg_batt_eng,Ingest.dbg-pdbg-cspp_telemetered,dbg_pdbg_cspp_telemetered_driver,dbg_pdbg_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_dbg_pdbg_gps_eng,Ingest.dbg-pdbg-cspp_telemetered,dbg_pdbg_cspp_telemetered_driver,dbg_pdbg_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_dbg_pdbg_metadata,Ingest.dbg-pdbg-cspp_telemetered,dbg_pdbg_cspp_telemetered_driver,dbg_pdbg_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_wc_hmr_eng,Ingest.wc-hmr-cspp_telemetered,wc_hmr_cspp_telemetered_driver,wc_hmr_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_wc_hmr_metadata,Ingest.wc-hmr-cspp_telemetered,wc_hmr_cspp_telemetered_driver,wc_hmr_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_wc_sbe_eng,Ingest.wc-sbe-cspp_telemetered,wc_sbe_cspp_telemetered_driver,wc_sbe_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_wc_sbe_metadata,Ingest.wc-sbe-cspp_telemetered,wc_sbe_cspp_telemetered_driver,wc_sbe_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_wc_wm_eng,Ingest.wc-wm-cspp_telemetered,wc_wm_cspp_telemetered_driver,wc_wm_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,telemetered,cspp_eng_cspp_wc_wm_metadata,Ingest.wc-wm-cspp_telemetered,wc_wm_cspp_telemetered_driver,wc_wm_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_dbg_pdbg_batt_eng_recovered,Ingest.dbg-pdbg-cspp_recovered,dbg_pdbg_cspp_recovered_driver,dbg_pdbg_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_dbg_pdbg_gps_eng_recovered,Ingest.dbg-pdbg-cspp_recovered,dbg_pdbg_cspp_recovered_driver,dbg_pdbg_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_dbg_pdbg_metadata_recovered,Ingest.dbg-pdbg-cspp_recovered,dbg_pdbg_cspp_recovered_driver,dbg_pdbg_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_wc_hmr_eng_recovered,Ingest.wc-hmr-cspp_recovered,wc_hmr_cspp_recovered_driver,wc_hmr_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_wc_hmr_metadata_recovered,Ingest.wc-hmr-cspp_recovered,wc_hmr_cspp_recovered_driver,wc_hmr_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_wc_sbe_eng_recovered,Ingest.wc-sbe-cspp_recovered,wc_sbe_cspp_recovered_driver,wc_sbe_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_wc_sbe_metadata_recovered,Ingest.wc-sbe-cspp_recovered,wc_sbe_cspp_recovered_driver,wc_sbe_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_wc_wm_eng_recovered,Ingest.wc-wm-cspp_recovered,wc_wm_cspp_recovered_driver,wc_wm_cspp,Engineering
CE02SHSP-SP001-00-SPPENG000,recovered_cspp,cspp_eng_cspp_wc_wm_metadata_recovered,Ingest.wc-wm-cspp_recovered,wc_wm_cspp_recovered_driver,wc_wm_cspp,Engineering
CE02SHSP-SP001-01-DOSTAJ000,telemetered,dosta_abcdjm_cspp_instrument,Ingest.dosta-abcdjm-cspp_telemetered,dosta_abcdjm_cspp_telemetered_driver,dosta_abcdjm_cspp,Science
CE02SHSP-SP001-01-DOSTAJ000,telemetered,dosta_abcdjm_cspp_metadata,Ingest.dosta-abcdjm-cspp_telemetered,dosta_abcdjm_cspp_telemetered_driver,dosta_abcdjm_cspp,Science
CE02SHSP-SP001-01-DOSTAJ000,recovered_cspp,dosta_abcdjm_cspp_instrument_recovered,Ingest.dosta-abcdjm-cspp_recovered,dosta_abcdjm_cspp_recovered_driver,dosta_abcdjm_cspp,Science
CE02SHSP-SP001-01-DOSTAJ000,recovered_cspp,dosta_abcdjm_cspp_metadata_recovered,Ingest.dosta-abcdjm-cspp_recovered,dosta_abcdjm_cspp_recovered_driver,dosta_abcdjm_cspp,Science
CE02SHSP-SP001-02-VELPTJ000,telemetered,velpt_j_cspp_instrument,Ingest.velpt-j-cspp_telemetered,velpt_j_cspp_telemetered_driver,velpt_j_cspp,Science
CE02SHSP-SP001-02-VELPTJ000,telemetered,velpt_j_cspp_metadata,Ingest.velpt-j-cspp_telemetered,velpt_j_cspp_telemetered_driver,velpt_j_cspp,Science
CE02SHSP-SP001-02-VELPTJ000,recovered_cspp,velpt_j_cspp_instrument_recovered,Ingest.velpt-j-cspp_recovered,velpt_j_cspp_recovered_driver,velpt_j_cspp,Science
CE02SHSP-SP001-02-VELPTJ000,recovered_cspp,velpt_j_cspp_metadata_recovered,Ingest.velpt-j-cspp_recovered,velpt_j_cspp_recovered_driver,velpt_j_cspp,Science
CE02SHSP-SP001-04-OPTAAJ000,telemetered,optaa_dj_cspp_instrument,Ingest.optaa-dj-cspp_telemetered,optaa_dj_cspp_telemetered_driver,optaa_dj_cspp,Science
CE02SHSP-SP001-04-OPTAAJ000,telemetered,optaa_dj_cspp_metadata,Ingest.optaa-dj-cspp_telemetered,optaa_dj_cspp_telemetered_driver,optaa_dj_cspp,Science
CE02SHSP-SP001-04-OPTAAJ000,recovered_cspp,optaa_dj_cspp_instrument_recovered,Ingest.optaa-dj-cspp_recovered,optaa_dj_cspp_recovered_driver,optaa_dj_cspp,Science
CE02SHSP-SP001-04-OPTAAJ000,recovered_cspp,optaa_dj_cspp_metadata_recovered,Ingest.optaa-dj-cspp_recovered,optaa_dj_cspp_recovered_driver,optaa_dj_cspp,Science
CE02SHSP-SP001-05-NUTNRJ000,telemetered,nutnr_j_cspp_dark_instrument,Ingest.nutnr-j-cspp_telemetered,nutnr_j_cspp_telemetered_driver,nutnr_j_cspp,Science
CE02SHSP-SP001-05-NUTNRJ000,telemetered,nutnr_j_cspp_instrument,Ingest.nutnr-j-cspp_telemetered,nutnr_j_cspp_telemetered_driver,nutnr_j_cspp,Science
CE02SHSP-SP001-05-NUTNRJ000,telemetered,nutnr_j_cspp_metadata,Ingest.nutnr-j-cspp_telemetered,nutnr_j_cspp_telemetered_driver,nutnr_j_cspp,Science
CE02SHSP-SP001-05-NUTNRJ000,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered,Ingest.nutnr-j-cspp_recovered,nutnr_j_cspp_recovered_driver,nutnr_j_cspp,Science
CE02SHSP-SP001-05-NUTNRJ000,recovered_cspp,nutnr_j_cspp_instrument_recovered,Ingest.nutnr-j-cspp_recovered,nutnr_j_cspp_recovered_driver,nutnr_j_cspp,Science
CE02SHSP-SP001-05-NUTNRJ000,recovered_cspp,nutnr_j_cspp_metadata_recovered,Ingest.nutnr-j-cspp_recovered,nutnr_j_cspp_recovered_driver,nutnr_j_cspp,Science
CE02SHSP-SP001-06-SPKIRJ000,telemetered,spkir_abj_cspp_instrument,Ingest.spkir-abj-cspp_telemetered,spkir_abj_cspp_telemetered_driver,spkir_abj_cspp,Science
CE02SHSP-SP001-06-SPKIRJ000,telemetered,spkir_abj_cspp_metadata,Ingest.spkir-abj-cspp_telemetered,spkir_abj_cspp_telemetered_driver,spkir_abj_cspp,Science
CE02SHSP-SP001-06-SPKIRJ000,recovered_cspp,spkir_abj_cspp_instrument_recovered,Ingest.spkir-abj-cspp_recovered,spkir_abj_cspp_recovered_driver,spkir_abj_cspp,Science
CE02SHSP-SP001-06-SPKIRJ000,recovered_cspp,spkir_abj_cspp_metadata_recovered,Ingest.spkir-abj-cspp_recovered,spkir_abj_cspp_recovered_driver,spkir_abj_cspp,Science
CE02SHSP-SP001-07-FLORTJ000,telemetered,flort_dj_cspp_instrument,Ingest.flort-dj-cspp_telemetered,flort_dj_cspp_telemetered_driver,flort_dj_cspp,Science
CE02SHSP-SP001-07-FLORTJ000,telemetered,flort_dj_cspp_metadata,Ingest.flort-dj-cspp_telemetered,flort_dj_cspp_telemetered_driver,flort_dj_cspp,Science
CE02SHSP-SP001-07-FLORTJ000,recovered_cspp,flort_dj_cspp_instrument_recovered,Ingest.flort-dj-cspp_recovered,flort_dj_cspp_recovered_driver,flort_dj_cspp,Science
CE02SHSP-SP001-07-FLORTJ000,recovered_cspp,flort_dj_cspp_metadata_recovered,Ingest.flort-dj-cspp_recovered,flort_dj_cspp_recovered_driver,flort_dj_cspp,Science
CE02SHSP-SP001-08-CTDPFJ000,telemetered,ctdpf_j_cspp_instrument,Ingest.ctdpf-j-cspp_telemetered,ctdpf_j_cspp_telemetered_driver,ctdpf_j_cspp,Science
CE02SHSP-SP001-08-CTDPFJ000,telemetered,ctdpf_j_cspp_metadata,Ingest.ctdpf-j-cspp_telemetered,ctdpf_j_cspp_telemetered_driver,ctdpf_j_cspp,Science
CE02SHSP-SP001-08-CTDPFJ000,recovered_cspp,ctdpf_j_cspp_instrument_recovered,Ingest.ctdpf-j-cspp_recovered,ctdpf_j_cspp_recovered_driver,ctdpf_j_cspp,Science
CE02SHSP-SP001-08-CTDPFJ000,recovered_cspp,ctdpf_j_cspp_metadata_recovered,Ingest.ctdpf-j-cspp_recovered,ctdpf_j_cspp_recovered_driver,ctdpf_j_cspp,Science
CE02SHSP-SP001-09-PARADJ000,telemetered,parad_j_cspp_instrument,Ingest.parad-j-cspp_telemetered,parad_j_cspp_telemetered_driver,parad_j_cspp,Science
CE02SHSP-SP001-09-PARADJ000,telemetered,parad_j_cspp_metadata,Ingest.parad-j-cspp_telemetered,parad_j_cspp_telemetered_driver,parad_j_cspp,Science
CE02SHSP-SP001-09-PARADJ000,recovered_cspp,parad_j_cspp_instrument_recovered,Ingest.parad-j-cspp_recovered,parad_j_cspp_recovered_driver,parad_j_cspp,Science
CE02SHSP-SP001-09-PARADJ000,recovered_cspp,parad_j_cspp_metadata_recovered,Ingest.parad-j-cspp_recovered,parad_j_cspp_recovered_driver,parad_j_cspp,Science
CE04OSSM-RIC21-00-CPMENG000,telemetered,cg_cpm_eng_cpm,Ingest.cg-cpm-eng-cpm_telemetered,cg_cpm_eng_cpm_telemetered_driver,cg_cpm_eng_cpm,Engineering
CE04OSSM-RIC21-00-CPMENG000,recovered_host,cg_cpm_eng_cpm_recovered,Ingest.cg-cpm-eng-cpm_recovered,cg_cpm_eng_cpm_recovered_driver,cg_cpm_eng_cpm,Engineering
CE04OSSM-RID26-00-DCLENG000,telemetered,cg_dcl_eng_dcl_cpu_uptime,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE04OSSM-RID26-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_aarm,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE04OSSM-RID26-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_mgr,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE04OSSM-RID26-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
