reference_designator,name,start_depth,end_depth,location
GS01SUMO-RID16-00-DCLENG000,Data Concentrator Logger (DCL),12,12,
GS01SUMO-RID16-01-OPTAAD000,Spectrophotometer,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-02-FLORTD000,3-Wavelength Fluorometer,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-03-CTDBPF000,CTD,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-04-VELPTA000,Single Point Velocity Meter,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-05-PCO2WB000,pCO2 Water,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-06-DOSTAD000,Dissolved Oxygen,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-07-NUTNRB000,Nitrate,12,12,Near Surface Instrument Frame
GS01SUMO-RID16-08-SPKIRB000,Spectral Irradiance,12,12,Near Surface Instrument Frame
GS01SUMO-RII11-02-ADCPSN010,Velocity Profiler (75 kHz),500,500,Sensor cage
GS01SUMO-RII11-02-CTDBPP031,CTD (40 meters),40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDBPP032,CTD (80 meters),80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDBPP033,CTD (130 meters),130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ011,CTD (20 meters),20,20,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ012,CTD (60 meters),60,60,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ013,CTD (100 meters),100,100,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ014,CTD (180 meters),180,180,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ015,CTD (250 meters),250,250,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ016,CTD (3500 meters),350,350,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ017,CTD (500 meters),500,500,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ031,,,,
GS01SUMO-RII11-02-CTDMOQ033,,,,
GS01SUMO-RII11-02-CTDMOR018,CTD (750 meters),750,750,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOR019,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOR020,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GS01SUMO-RII11-02-DOSTAD031,Dissolved Oxygen (40 meters),40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-DOSTAD032,Dissolved Oxygen (80 meters),80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-DOSTAD033,Dissolved Oxygen (130 meters),130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-FLORDG031,2-Wavelength Fluorometer (40 meters),40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-FLORDG032,2-Wavelength Fluorometer (80 meters),80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-FLORDG033,2-Wavelength Fluorometer (130 meters),130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-PCO2WC051,pCO2 Water (40 meters),40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-PCO2WC052,pCO2 Water (80 meters),80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-PCO2WC053,pCO2 Water (130 meters),130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-PHSENE041,Seawater pH (20 meters),20,20,Fixed on Inductive Wire
GS01SUMO-RII11-02-PHSENE042,Seawater pH (100 meters),100,100,Fixed on Inductive Wire
GS01SUMO-SBC11-00-CPMENG000,Platform Controller,0,0,
GS01SUMO-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
GS01SUMO-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
GS01SUMO-SBD11-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
GS01SUMO-SBD11-04-DOSTAD000,Dissolved Oxygen,1,1,Bottom of Buoy
GS01SUMO-SBD11-05-SPKIRB000,Spectral Irradiance,-5,-5,Buoy Tower
GS01SUMO-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-5,-5,Buoy Tower
GS01SUMO-SBD11-08-NUTNRB000,Nitrate,1,1,Bottom of Buoy
GS01SUMO-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
GS01SUMO-SBD12-01-OPTAAD000,Spectrophotometer,1,1,Bottom of Buoy
GS01SUMO-SBD12-02-FLORTD000,3-Wavelength Fluorometer,1,1,Bottom of Buoy
GS01SUMO-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
GS01SUMO-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
GS01SUMO-SBD12-05-WAVSSA000,Surface Wave Spectra,0,0,"Buoy Well, center of Mass"
GS01SUMO-SBD12-06-METBKA000,Bulk Meteorology Instrument Package,-5,-5,Buoy Tower
GS01SUMO-SBD12-08-FDCHPA000,Direct Covariance Flux,-5,-5,Buoy Tower
GS02HYPM-MPM01-02-ZPLSGA009,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GS02HYPM-MPM01-02-ZPLSGA010,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GS02HYPM-RIM01-00-SIOENG000,Platform Controller,4634,4634,
GS02HYPM-RIM01-02-CTDMOG039,CTD,164,164,Fixed on Inductive Wire
GS02HYPM-WFP02-00-WFPENG000,Profiler Controller,310,2373,
GS02HYPM-WFP02-01-FLORDL000,2-Wavelength Fluorometer,310,2373,Wire Following Profiler Body
GS02HYPM-WFP02-03-DOSTAL000,Dissolved Oxygen,310,2373,Wire Following Profiler Body
GS02HYPM-WFP02-04-CTDPFL000,CTD,310,2373,Wire Following Profiler Body
GS02HYPM-WFP02-05-VEL3DL000,3-D Single Point Velocity Meter,310,2373,Wire Following Profiler Body
GS02HYPM-WFP03-00-WFPENG000,Profiler Controller,2100,4623,
GS02HYPM-WFP03-01-FLORDL000,2-Wavelength Fluorometer,2100,4623,Wire Following Profiler Body
GS02HYPM-WFP03-03-DOSTAL000,Dissolved Oxygen,2100,4623,Wire Following Profiler Body
GS02HYPM-WFP03-04-CTDPFL000,CTD,2100,4623,Wire Following Profiler Body
GS02HYPM-WFP03-05-VEL3DL000,3-D Single Point Velocity Meter,2100,4623,Wire Following Profiler Body
GS03FLMA-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GS03FLMA-RIM01-02-ADCPSL003,Velocity Profiler (75 kHz),500,500,ADCP Float
GS03FLMA-RIM01-02-CTDMOG040,CTD (30 meters),30,30,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG041,CTD (40 meters),40,40,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG042,CTD (60 meters),60,60,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG043,CTD (90 meters),90,90,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG044,CTD (130 meters),130,130,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG045,CTD (180 meters),180,180,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG046,CTD (250 meters),250,250,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG047,CTD (350 meters),350,350,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG048,CTD (500 meters),500,500,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOH049,CTD (750 meters),750,750,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOH050,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOH051,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GS03FLMA-RIS01-00-SIOENG000,Platform Controller,30,30,
GS03FLMA-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GS03FLMA-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GS03FLMA-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GS03FLMB-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GS03FLMB-RIM01-02-ADCPSL007,Velocity Profiler (75 kHz),500,500,ADCP Float
GS03FLMB-RIM01-02-CTDMOG060,CTD (30 meters),30,30,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG061,CTD (40 meters),40,40,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG062,CTD (60 meters),60,60,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG063,CTD (90 meters),90,90,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG064,CTD (130 meters),130,130,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG065,CTD (180 meters),180,180,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG066,CTD (250 meters),250,250,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG067,CTD (350 meters),350,350,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG068,CTD (500 meters),500,500,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOH069,CTD (750 meters),750,750,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOH070,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOH071,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GS03FLMB-RIS01-00-SIOENG000,Platform Controller,30,30,
GS03FLMB-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GS03FLMB-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GS03FLMB-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GS05MOAS-GL484-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-GL484-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GS05MOAS-GL484-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-GL484-04-CTDGVM000,CTD,0,0,
GS05MOAS-GL485-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-GL485-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GS05MOAS-GL485-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-GL485-04-CTDGVM000,CTD,0,0,
GS05MOAS-GL486-00-ENG000000,Mobile Asset Controller,0,1000,
GS05MOAS-GL486-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GS05MOAS-GL486-02-DOSTAM000,Dissolved Oxygen,0,1000,
GS05MOAS-GL486-04-CTDGVM000,CTD,0,1000,
GS05MOAS-GL524-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-GL524-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GS05MOAS-GL524-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-GL524-04-CTDGVM000,CTD,0,0,
GS05MOAS-GL560-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-GL560-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GS05MOAS-GL560-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-GL560-04-CTDGVM000,CTD,0,0,
GS05MOAS-GL561-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-GL561-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GS05MOAS-GL561-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-GL561-04-CTDGVM000,CTD,0,0,
GS05MOAS-PG565-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-PG565-01-CTDGVM000,CTD,0,0,
GS05MOAS-PG565-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-PG565-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GS05MOAS-PG565-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GS05MOAS-PG565-05-NUTNRM000,Nitrate,0,0,
GS05MOAS-PG565-06-PARADM000,Photosynthetically Available Radiation,0,0,
GS05MOAS-PG566-00-ENG000000,Mobile Asset Controller,0,0,
GS05MOAS-PG566-01-CTDGVM000,CTD,0,0,
GS05MOAS-PG566-02-DOSTAM000,Dissolved Oxygen,0,0,
GS05MOAS-PG566-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GS05MOAS-PG566-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GS05MOAS-PG566-05-NUTNRM000,Nitrate,0,0,
GS05MOAS-PG566-06-PARADM000,Photosynthetically Available Radiation,0,0,
RS01SBPD-DP01A-01-CTDPFL104,CTD,200,2905,Deep Profiler
RS01SBPD-DP01A-02-VEL3DA103,3-D Single Point Velocity Meter,200,2905,Deep Profiler
RS01SBPD-DP01A-03-FLCDRA104,CDOM Fluorometer,200,2905,Deep Profiler
RS01SBPD-DP01A-03-FLNTUA104,2-Wavelength Fluorometer,200,2905,Deep Profiler
RS01SBPD-DP01A-05-OPTAAC102,Spectrophotometer,200,2905,Deep Profiler
RS01SBPD-DP01A-06-DOSTAD104,Dissolved Oxygen,200,2905,Deep Profiler
RS01SBPS-PC01A-05-ADCPTD102,Velocity Profiler (150kHz),200,200,Mid-Water Platform
RS01SBPS-PC01A-06-VADCPA101,5-Beam Velocity Profiler (600 kHz),200,200,Mid-Water Platform
RS01SBPS-PC01A-07-CAMDSC102,Digital Still Camera,200,200,Mid-Water Platform
RS01SBPS-PC01A-08-HYDBBA103,Broadband Acoustic Receiver (Hydrophone),200,200,Mid-Water Platform
RS01SBPS-PC01A-4A-CTDPFA103,CTD,200,200,Mid-Water Platform
RS01SBPS-PC01A-4A-DOSTAD103,Dissolved Oxygen,200,200,Mid-Water Platform
RS01SBPS-PC01A-4B-PHSENA102,Seawater pH,200,200,Mid-Water Platform
RS01SBPS-PC01A-4C-FLORDD103,2-Wavelength Fluorometer,200,200,Mid-Water Platform
RS01SBPS-SF01A-2A-CTDPFA102,CTD,5,200,Shallow Profiler
RS01SBPS-SF01A-2A-DOFSTA102,Dissolved Oxygen,5,200,Shallow Profiler
RS01SBPS-SF01A-2D-PHSENA101,Seawater pH,5,200,Shallow Profiler
RS01SBPS-SF01A-3A-FLORTD101,3-Wavelength Fluorometer,5,200,Shallow Profiler
RS01SBPS-SF01A-3B-OPTAAD101,Spectrophotometer,5,200,Shallow Profiler
RS01SBPS-SF01A-3C-PARADA101,Photosynthetically Available Radiation,5,200,Shallow Profiler
RS01SBPS-SF01A-3D-SPKIRA101,Spectral Irradiance,5,200,Shallow Profiler
RS01SBPS-SF01A-4A-NUTNRA101,Nitrate,5,200,Shallow Profiler
RS01SBPS-SF01A-4B-VELPTD102,Single Point Velocity Meter,5,200,Shallow Profiler
RS01SBPS-SF01A-4F-PCO2WA101,pCO2 Water,5,200,Shallow Profiler
RS01SLBS-LJ01A-05-HPIESA101,"Horizontal Electric Field, Pressure and Inverted Echo Sounder",2906,2906,Located Off Jbox
RS01SLBS-LJ01A-09-HYDBBA102,Broadband Acoustic Receiver (Hydrophone),2905,2905,Located Off Jbox
RS01SLBS-LJ01A-10-ADCPTE101,Velocity Profiler (150kHz),2905,2905,Located Off Jbox
RS01SLBS-LJ01A-11-OPTAAC103,Spectrophotometer,2924,2924,Located Off Jbox
RS01SLBS-LJ01A-12-CTDPFB101,CTD,2924,2924,Located Off Jbox
RS01SLBS-LJ01A-12-DOSTAD101,Dissolved Oxygen,2924,2924,Located Off Jbox
RS01SLBS-MJ01A-05-HYDLFA101,Low Frequency Acoustic Receiver (Hydrophone),2906,2906,co-located with Seismometer
RS01SLBS-MJ01A-05-OBSBBA102,Broadband Ocean Bottom Seismometer,2906,2906,Located Off Jbox
RS01SLBS-MJ01A-06-PRESTA101,Tidal Seafloor Pressure,2906,2906,Located Off Jbox
RS01SLBS-MJ01A-12-VEL3DB101,3-D Single Point Velocity Meter,2906,2906,Located Off Jbox
RS01SUM1-LJ01B-05-HYDLFA104,Low Frequency Acoustic Receiver (Hydrophone),779,779,co-located with Seismometer
RS01SUM1-LJ01B-05-OBSBBA101,Broadband Ocean Bottom Seismometer,779,779,Located Off Jbox
RS01SUM1-LJ01B-06-OBSSPA103,Short-Period Ocean Bottom Seismometer,779,779,Located Off Jbox
RS01SUM1-LJ01B-07-OBSSPA102,Short-Period Ocean Bottom Seismometer,779,779,Located Off Jbox
RS01SUM1-LJ01B-08-OBSSPA101,Short-Period Ocean Bottom Seismometer,779,779,Located Off Jbox
RS01SUM1-LJ01B-09-PRESTB102,Tidal Seafloor Pressure,779,779,Located Off Jbox
RS01SUM1-LJ01B-12-VEL3DB104,3-D Single Point Velocity Meter,779,779,Located Off Jbox
RS01SUM2-MJ01B-00-FLOBNC101,Benthic Fluid Flow,811,811,
RS01SUM2-MJ01B-00-FLOBNM101,Benthic Fluid Flow,811,811,
RS01SUM2-MJ01B-00-OSMOIA101,Osmosis-Based Water Sampler,811,811,Located Off Jbox
RS01SUM2-MJ01B-05-CAMDSB103,Digital Still Camera,811,811,Located Off Jbox
RS01SUM2-MJ01B-06-MASSPA101,Mass Spectrometer,811,811,Located Off Jbox
RS01SUM2-MJ01B-12-ADCPSK101,Velocity Profiler (75 kHz),811,811,Located Off Jbox
RS03ASHS-MJ03B-00-OSMOIA301,Osmosis-Based Water Sampler,1552,1552,Located Off Jbox
RS03ASHS-MJ03B-05-OBSSPA302,Short-Period Ocean Bottom Seismometer,1552,1552,Located Off Jbox
RS03ASHS-MJ03B-06-OBSSPA301,Short-Period Ocean Bottom Seismometer,1552,1552,Located Off Jbox
RS03ASHS-MJ03B-07-TMPSFA301,Diffuse Vent Fluid 3-D Temperature Array,1552,1552,Located Off Jbox
RS03ASHS-PN03B-H6-CAMHDA301,HD Digital Video Camera,1552,1552,
RS03AXBS-LJ03A-05-HPIESA301,"Horizontal Electric Field, Pressure and Inverted Echo Sounder",2639,2639,Located Off Jbox
RS03AXBS-LJ03A-09-HYDBBA302,Broadband Acoustic Receiver (Hydrophone),2594,2594,Low-Power Jbox
RS03AXBS-LJ03A-10-ADCPTE303,Velocity Profiler (150kHz),2594,2594,Low-Power Jbox
RS03AXBS-LJ03A-11-OPTAAC303,Spectrophotometer,2594,2594,Located Off Jbox
RS03AXBS-LJ03A-12-CTDPFB301,CTD,2522,2522,Located Off Jbox
RS03AXBS-LJ03A-12-DOSTAD301,Dissolved Oxygen,2522,2522,Located Off Jbox
RS03AXBS-MJ03A-05-HYDLFA301,Low Frequency Acoustic Receiver (Hydrophone),2642,2642,co-located with Seismometer
RS03AXBS-MJ03A-05-OBSBBA303,Broadband Ocean Bottom Seismometer,2642,2642,Located Off Jbox
RS03AXBS-MJ03A-06-PRESTA301,Tidal Seafloor Pressure,2642,2642,Located Off Jbox
RS03AXBS-MJ03A-12-VEL3DB301,3-D Single Point Velocity Meter,2642,2642,Located Off Jbox
RS03AXPD-DP03A-01-CTDPFL304,CTD,150,2465,Deep Profiler
RS03AXPD-DP03A-02-VEL3DA303,3-D Single Point Velocity Meter,150,2465,Deep Profiler
RS03AXPD-DP03A-03-FLCDRA302,CDOM Fluorometer,150,2465,Deep Profiler
RS03AXPD-DP03A-03-FLNTUA302,2-Wavelength Fluorometer,150,2465,Deep Profiler
RS03AXPD-DP03A-05-OPTAAC302,Spectrophotometer,150,2465,Deep Profiler
RS03AXPD-DP03A-06-DOSTAD304,Dissolved Oxygen,150,2465,Deep Profiler
RS03AXPS-PC03A-05-ADCPTD302,Velocity Profiler (150kHz),200,200,Mid-Water Platform
RS03AXPS-PC03A-06-VADCPA301,5-Beam Velocity Profiler (600 kHz),200,200,Mid-Water Platform
RS03AXPS-PC03A-07-CAMDSC302,Digital Still Camera,200,200,Mid-Water Platform
RS03AXPS-PC03A-08-HYDBBA303,Broadband Acoustic Receiver (Hydrophone),200,200,Mid-Water Platform
RS03AXPS-PC03A-4A-CTDPFA303,CTD,200,200,Mid-Water Platform
RS03AXPS-PC03A-4A-DOSTAD303,Dissolved Oxygen,200,200,Mid-Water Platform
RS03AXPS-PC03A-4B-PHSENA302,Seawater pH,200,200,Mid-Water Platform
RS03AXPS-PC03A-4C-FLORDD303,2-Wavelength Fluorometer,200,200,Mid-Water Platform
RS03AXPS-SF03A-2A-CTDPFA302,CTD,5,200,Shallow Profiler
RS03AXPS-SF03A-2A-DOFSTA302,Dissolved Oxygen,5,200,Shallow Profiler
RS03AXPS-SF03A-2D-PHSENA301,Seawater pH,5,200,Shallow Profiler
RS03AXPS-SF03A-3A-FLORTD301,3-Wavelength Fluorometer,5,200,Shallow Profiler
RS03AXPS-SF03A-3B-OPTAAD301,Spectrophotometer,5,200,Shallow Profiler
RS03AXPS-SF03A-3C-PARADA301,Photosynthetically Available Radiation,5,200,Shallow Profiler
RS03AXPS-SF03A-3D-SPKIRA301,Spectral Irradiance,5,200,Shallow Profiler
RS03AXPS-SF03A-4A-NUTNRA301,Nitrate,5,200,Shallow Profiler
RS03AXPS-SF03A-4B-VELPTD302,Single Point Velocity Meter,5,200,Shallow Profiler
RS03AXPS-SF03A-4F-PCO2WA301,pCO2 Water,5,200,Shallow Profiler
RS03CCAL-MJ03F-05-BOTPTA301,Bottom Pressure and Tilt,1526,1526,Located Off Jbox
RS03CCAL-MJ03F-06-HYDLFA305,Low Frequency Acoustic Receiver (Hydrophone),1526,1526,co-located with Seismometer
RS03CCAL-MJ03F-06-OBSBBA301,Broadband Ocean Bottom Seismometer,1526,1526,Located Off Jbox
RS03ECAL-MJ03E-05-OBSSPA303,Short-Period Ocean Bottom Seismometer,1516,1516,Located Off Jbox
RS03ECAL-MJ03E-06-BOTPTA302,Bottom Pressure and Tilt,1516,1516,Located Off Jbox
RS03ECAL-MJ03E-08-OBSSPA304,Short-Period Ocean Bottom Seismometer,1516,1516,Located Off Jbox
RS03ECAL-MJ03E-09-HYDLFA304,Low Frequency Acoustic Receiver (Hydrophone),1516,1516,co-located with Seismometer
RS03ECAL-MJ03E-09-OBSBBA302,Broadband Ocean Bottom Seismometer,1516,1516,Located Off Jbox
RS03INT1-MJ03C-05-CAMDSB303,Digital Still Camera,1520,1520,Located Off Jbox
RS03INT1-MJ03C-06-MASSPA301,Mass Spectrometer,1520,1520,Located Off Jbox
RS03INT1-MJ03C-07-PPSDNA301,Particulate DNA Sampler,1520,1520,co-located with Interactive Sampler
RS03INT1-MJ03C-07-RASFLA301,Hydrothermal Vent Fluid Interactive Sampler,1520,1520,Located Off Jbox
RS03INT1-MJ03C-09-THSPHA301,Hydrothermal Vent Fluid In-situ Chemistry,1520,1520,Located Off Jbox
RS03INT1-MJ03C-10-TRHPHA301,Hydrothermal Vent Fluid Temperature and Resistivity,1520,1520,Located Off Jbox
RS03INT2-MJ03D-05-OBSSPA305,Short-Period Ocean Bottom Seismometer,1527,1527,Located Off Jbox
RS03INT2-MJ03D-06-BOTPTA303,Bottom Pressure and Tilt,1527,1527,Located Off Jbox
RS03INT2-MJ03D-12-VEL3DB304,3-D Single Point Velocity Meter,1527,1527,Located Off Jbox
