Array,platform,deploymentNumber,Deployment,lat,lon,CUID,AM_Date,CTD_CruiseName,CTD_CruiseLeg,CTDcast,notes
Coastal_Pioneer,CP01CNPM,1,D00001,40.13921667,-70.77951667,AR-24,2017-11-06T14:55:00,Pioneer09,AR-24C,2,
Coastal_Pioneer,CP01CNPM,1,R00001,40.13921667,-70.77951667,AR-28,2018-04-12T12:53:00,Pioneer10,AR-28B,37,
Coastal_Pioneer,CP01CNSM,1,D00001,40.13678,-70.76978,KN-214,2013-11-21T18:15:00,Pioneer01,,"1, 2, 3, 4, 5, 11",
Coastal_Pioneer,CP01CNSM,1,R00001,40.13678,-70.76978,KN-217,2014-04-18T00:00:00,Pioneer02,,"6, 12",
Coastal_Pioneer,CP01CNSM,2,D00002,40.1339,-70.7789,KN-224,2014-12-13T18:47:00,Pioneer03_Leg2,,,
Coastal_Pioneer,CP01CNSM,2,R00002,40.1339,-70.7789,KN-224,2014-12-15T20:58:00,Pioneer03_Leg2,,,
Coastal_Pioneer,CP01CNSM,3,D00003,40.14022,-70.77128,AT-27,2015-05-07T17:34:00,Pioneer04,AT-27B,"2, 10",
Coastal_Pioneer,CP01CNSM,3,R00003,40.14022,-70.77128,AT-31,2015-10-23T19:40:00,Pioneer05,"AT-31B, AT-31C","4, 4",
Coastal_Pioneer,CP01CNSM,4,D00004,40.13323,-70.77843,AT-31,2015-10-23T18:49:00,Pioneer05,"AT-31B, AT-31C","4, 4",
Coastal_Pioneer,CP01CNSM,4,R00004,40.13323,-70.77843,AR1-07,2016-04-04T12:03:00,SVC-III,,1,
Coastal_Pioneer,CP01CNSM,5,D00005,40.14037,-70.77133,AR-04,2016-05-13T13:50:00,Pioneer06,"AR-04A, AR-04B, AR-04C","1, 9, 8",
Coastal_Pioneer,CP01CNSM,5,R00005,40.14037,-70.77133,AR-08B,2016-10-13T19:34:00,Pioneer07,"AR-08A, AR-08B","7, 7",
Coastal_Pioneer,CP01CNSM,6,D00006,40.13342,-70.77847,AR-08B,2016-10-13T18:36:00,Pioneer07,AR-08B,"7, 12",
Coastal_Pioneer,CP01CNSM,6,R00006,40.13342,-70.77847,AR-18,2017-06-09T16:05:00,Pioneer08,AR-18B,5,
Coastal_Pioneer,CP01CNSM,7,D00007,40.13981667,-70.77115,AR-18,2017-06-09T14:24:00,Pioneer08,"AR-18B, AR-18B, AR-18C","5, 9, 8",
Coastal_Pioneer,CP01CNSM,7,R00007,40.13981667,-70.77115,AR-24,2017-11-01T20:33:00,Pioneer09,"AR-24A, AR-24B, AR-24B","14, 7, 14",
Coastal_Pioneer,CP01CNSM,8,D00008,40.13338333,-70.7783,AR-24,2017-10-29T14:15:00,Pioneer09,AR-24B,7,
Coastal_Pioneer,CP01CNSM,8,R00008,40.13338333,-70.7783,AR-28,2018-03-29T19:37:00,Pioneer10,AR-28A,2,
Coastal_Pioneer,CP01CNSM,9,D00009,40.13975,-70.77128,AR-28,2018-03-24T21:32:00,Pioneer10,AR-28A,"2, 7",
Coastal_Pioneer,CP01CNSM,9,R00009,40.13975,-70.77128,,,,,,
Coastal_Pioneer,CP01CNSP,4,D00004,40.13408,-70.77013,SI-1507,2015-07-23T17:20:00,Pioneer04a,,2,
Coastal_Pioneer,CP01CNSP,4,R00004,40.13408,-70.77013,AT-31,2015-10-14T21:23:00,Pioneer05,,,
Coastal_Pioneer,CP02PMCI,1,D00001,40.22665,-70.88858,KN-217,2014-04-16T23:28:00,Pioneer02,,8,
Coastal_Pioneer,CP02PMCI,1,R00001,40.22665,-70.88858,KN-222,2014-10-10T12:02:00,Pioneer03_Leg1,,15,
Coastal_Pioneer,CP02PMCI,2,D00002,40.22653,-70.87795,KN-222,2014-10-11T18:11:00,Pioneer03_Leg1,,15,
Coastal_Pioneer,CP02PMCI,2,R00002,40.22653,-70.87795,KN-224,2014-12-15T00:00:00,Pioneer03_Leg2,,,
Coastal_Pioneer,CP02PMCI,3,D00003,40.2267,-70.88882,AT-27,2015-04-30T02:58:00,Pioneer04,AT-27A,4,
Coastal_Pioneer,CP02PMCI,3,R00003,40.2267,-70.88882,AT-31,2015-10-15T12:03:00,Pioneer05,AT-31A,7,
Coastal_Pioneer,CP02PMCI,4,D00004,40.22672,-70.8779,AT-31,2015-10-15T18:11:00,Pioneer05,AT-31A,7,
Coastal_Pioneer,CP02PMCI,4,R00004,40.22672,-70.8779,AR-04,2016-05-20T19:14:00,Pioneer06,AR-04B,4,
Coastal_Pioneer,CP02PMCI,5,D00005,40.22655,-70.88897,AR-04,2016-05-21T00:18:00,Pioneer06,AR-04B,"4, 13",
Coastal_Pioneer,CP02PMCI,5,R00005,40.22655,-70.88897,AR-04,2016-05-30T12:05:00,Pioneer06,,,
Coastal_Pioneer,CP02PMCI,6,D00006,40.22691,-70.8894,AR-07-01,2016-07-01T17:53:00,GI3,,1,
Coastal_Pioneer,CP02PMCI,6,R00006,40.22691,-70.8894,AR-08A,2016-10-02T20:32:00,Pioneer07,AR-08A,"12, 22",
Coastal_Pioneer,CP02PMCI,7,D00007,40.22672,-70.87817,AR-08A,2016-10-03T20:52:00,Pioneer07,AR-08A,22,
Coastal_Pioneer,CP02PMCI,7,R00007,40.22672,-70.87817,AR-18,2017-06-17T12:12:00,Pioneer08,AR-18C,3,
Coastal_Pioneer,CP02PMCI,8,D00008,40.22695,-70.88893333,AR-18,2017-06-16T19:55:00,Pioneer08,AR-18C,"3, 11",
Coastal_Pioneer,CP02PMCI,8,R00008,40.22695,-70.88893333,AR-24,2017-11-07T12:57:00,Pioneer09,AR-24C,4,
Coastal_Pioneer,CP02PMCI,9,D00009,40.22655,-70.87818333,AR-24,2017-11-07T20:45:00,Pioneer09,AR-24C,4,
Coastal_Pioneer,CP02PMCI,9,R00009,40.22655,-70.87818333,AR-28,2018-04-11T13:46:00,Pioneer10,AR-28B,27,
Coastal_Pioneer,CP02PMCI,10,D00010,40.22652,-70.88887,AR-28,2018-04-11T11:58:00,Pioneer10,AR-28B,27,
Coastal_Pioneer,CP02PMCI,10,R00010,40.22652,-70.88887,,,,,,
Coastal_Pioneer,CP02PMCO,1,D00001,40.09605,-70.87972,KN-217,2014-04-13T17:50:00,Pioneer02,,2,
Coastal_Pioneer,CP02PMCO,1,R00001,40.09605,-70.87972,KN-222,2014-10-07T12:01:00,Pioneer03_Leg1,,6,
Coastal_Pioneer,CP02PMCO,2,D00002,40.10123,-70.88768,KN-222,2014-10-07T19:26:00,Pioneer03_Leg1,,6,
Coastal_Pioneer,CP02PMCO,2,R00002,40.10123,-70.88768,AT-27,2015-05-01T00:00:00,Pioneer04,AT-27A,5,
Coastal_Pioneer,CP02PMCO,3,D00003,40.09668,-70.8794,AT-27,2015-05-01T18:34:00,Pioneer04,AT-27A,5,
Coastal_Pioneer,CP02PMCO,3,R00003,40.09668,-70.8794,AT-31,2015-10-14T12:33:00,Pioneer05,AT-31A,5,
Coastal_Pioneer,CP02PMCO,5,D00005,40.09652,-70.87912,AT-31,2015-10-17T22:52:00,Pioneer05,AT-31A,"5, 9",
Coastal_Pioneer,CP02PMCO,5,R00005,40.09652,-70.87912,AR-04,2016-05-20T12:09:00,Pioneer06,AR-04B,3,
Coastal_Pioneer,CP02PMCO,6,D00006,40.10068,-70.8882,AR-04,2016-05-20T17:43:00,Pioneer06,AR-04B,"3, 14",
Coastal_Pioneer,CP02PMCO,6,R00006,40.10068,-70.8882,AR-08A,2016-10-02T11:59:00,Pioneer07,AR-08A,21,
Coastal_Pioneer,CP02PMCO,7,D00007,40.09633,-70.8789,AR-08A,2016-10-02T19:07:00,Pioneer07,AR-08A,21,
Coastal_Pioneer,CP02PMCO,7,R00007,40.09633,-70.8789,AR-18,2017-06-16T12:02:00,Pioneer08,AR-18C,2,
Coastal_Pioneer,CP02PMCO,8,D00008,40.22695,-70.88843333,AR-18,2017-06-16T01:19:00,Pioneer08,AR-18C,"2, 9",
Coastal_Pioneer,CP02PMCO,8,R00008,40.22695,-70.88843333,AR-24,2017-11-06T17:04:00,Pioneer09,AR-24C,3,
Coastal_Pioneer,CP02PMCO,9,D00009,40.09648333,-70.87973333,AR-24,2017-11-07T01:11:00,Pioneer09,AR-24C,3,
Coastal_Pioneer,CP02PMCO,9,R00009,40.09648333,-70.87973333,AR-28,2018-04-10T19:11:00,Pioneer10,AR-28B,17,
Coastal_Pioneer,CP02PMCO,10,D00010,40.10056,-70.8877,AR-28,2018-04-10T17:45:00,Pioneer10,AR-28B,17,
Coastal_Pioneer,CP02PMCO,10,R00010,40.10056,-70.8877,,,,,,
Coastal_Pioneer,CP02PMUI,1,D00001,40.36341,-70.77599,KN-214,2013-11-23T23:16:00,Pioneer01,,"7, 8, 13",
Coastal_Pioneer,CP02PMUI,1,R00001,40.36341,-70.77599,KN-217,2014-04-12T20:06:00,Pioneer02,,1,
Coastal_Pioneer,CP02PMUI,2,D00002,40.36495,-70.76935,KN-217,2014-04-12T16:42:00,Pioneer02,,"1, 15",
Coastal_Pioneer,CP02PMUI,2,R00002,40.36495,-70.76935,KN-222,2014-10-09T11:58:00,Pioneer03_Leg1,,"7, 14",
Coastal_Pioneer,CP02PMUI,3,D00003,40.36483,-70.78113,KN-222,2014-10-09T18:26:00,Pioneer03_Leg1,,"7, 14",
Coastal_Pioneer,CP02PMUI,3,R00003,40.36483,-70.78113,KN-224,2014-12-14T00:00:00,Pioneer03_Leg2,,,
Coastal_Pioneer,CP02PMUI,5,D00005,40.36542,-70.78318,AT-27,2015-05-03T13:45:00,Pioneer04,"AT-27A, AT-27A, AT-27B","6, 8, 13",
Coastal_Pioneer,CP02PMUI,5,R00005,40.36542,-70.78318,AT-31,2015-10-16T12:36:00,Pioneer05,"AT-31A, AT-31C","8, 1",
Coastal_Pioneer,CP02PMUI,6,D00006,40.36502,-70.76953,AT-31,2015-10-16T19:01:00,Pioneer05,"AT-31A, AT-31C","8, 1",
Coastal_Pioneer,CP02PMUI,6,R00006,40.36502,-70.76953,AR-04,2016-05-21T12:00:00,Pioneer06,AR-04B,5,
Coastal_Pioneer,CP02PMUI,7,D00007,40.36533,-70.7809,AR-04,2016-05-21T16:52:00,Pioneer06,"AR-04B, AR-04B, AR-04C","5, 12, 11",
Coastal_Pioneer,CP02PMUI,7,R00007,40.36533,-70.7809,AR-08A,2016-10-04T14:49:00,Pioneer07,AR-08A,"10, 23",
Coastal_Pioneer,CP02PMUI,8,D00008,40.36492,-70.77002,AR-08A,2016-10-04T13:55:00,Pioneer07,"AR-08A, AR-08B","23, 15",
Coastal_Pioneer,CP02PMUI,8,R00008,40.36492,-70.77002,AR-18,2017-06-18T12:07:00,Pioneer08,"AR-18B, AR-18C","12, 4",
Coastal_Pioneer,CP02PMUI,9,D00009,40.3649,-70.78035,AR-18,2017-06-17T20:01:00,Pioneer08,AR-18C,"4, 5",
Coastal_Pioneer,CP02PMUI,9,R00009,40.3649,-70.78035,AR-24,2017-11-09T11:11:00,Pioneer09,"AR-24A, AR-24B, AR-24C, AR-24C, AR-24C, AR-24C","17, 11, 5, 6, 7, 9",
Coastal_Pioneer,CP02PMUI,10,D00010,40.36496667,-70.76991667,AR-24,2017-11-09T17:03:00,Pioneer09,AR-24C,9,
Coastal_Pioneer,CP02PMUI,10,R00010,40.36496667,-70.76991667,AR-28,2018-04-11T21:49:00,Pioneer10,AR-28B,6,
Coastal_Pioneer,CP02PMUI,11,D00011,40.36498,-70.780298,AR-28,2018-04-05T18:24:00,Pioneer10,AR-28B,6,
Coastal_Pioneer,CP02PMUI,11,R00011,40.36498,-70.780298,,,,,,
Coastal_Pioneer,CP02PMUO,1,D00001,39.94157,-70.77971,KN-214,2013-11-23T15:50:00,Pioneer01,,6,
Coastal_Pioneer,CP02PMUO,1,R00001,39.94157,-70.77971,KN-217,2013-11-25T00:00:00,Pioneer01,,,
Coastal_Pioneer,CP02PMUO,2,D00002,39.93798,-70.76908,KN-214,2013-11-25T20:58:00,Pioneer01,,,
Coastal_Pioneer,CP02PMUO,2,R00002,39.93798,-70.76908,KN-217,2014-04-14T21:31:00,Pioneer02,,,
Coastal_Pioneer,CP02PMUO,3,D00003,39.94238,-70.78012,KN-217,2014-04-14T16:08:00,Pioneer02,,"4, 9",
Coastal_Pioneer,CP02PMUO,3,R00003,39.94238,-70.78012,KN-222,2014-10-05T12:11:00,Pioneer03_Leg1,,"3, 13",
Coastal_Pioneer,CP02PMUO,4,D00004,39.94302,-70.77001,KN-222,2014-10-05T20:02:00,Pioneer03_Leg1,,"3, 13",
Coastal_Pioneer,CP02PMUO,4,R00004,39.94302,-70.77001,AT-27,2015-04-30T00:00:00,Pioneer04,"AT-27A, AT-27B","3, 7",
Coastal_Pioneer,CP02PMUO,5,D00005,39.94162,-70.78085,AT-27,2015-04-30T16:56:00,Pioneer04,"AT-27A, AT-27B","3, 7",
Coastal_Pioneer,CP02PMUO,5,R00005,39.94162,-70.78085,AT-31,2015-10-13T13:04:00,Pioneer05,"AT-31A, AT-31C","3, 6",
Coastal_Pioneer,CP02PMUO,6,D00006,39.94337,-70.77043,AT-31,2015-10-13T19:12:00,Pioneer05,"AT-31A, AT-31C","3, 6",
Coastal_Pioneer,CP02PMUO,6,R00006,39.94337,-70.77043,AR-04,2016-05-18T12:20:00,Pioneer06,AR-04B,1,
Coastal_Pioneer,CP02PMUO,7,D00007,39.94212,-70.78002,AR-04,2016-05-18T21:17:00,Pioneer06,"AR-04B, AR-04B, AR-04C","1, 6, 5",
Coastal_Pioneer,CP02PMUO,7,R00007,39.94212,-70.78002,AR-08A,2016-10-01T16:16:00,Pioneer07,AR-08A,"4, 20",
Coastal_Pioneer,CP02PMUO,8,D00008,39.93935,-70.7708,AR-08A,2016-10-02T00:26:00,Pioneer07,"AR-08A, AR-08B","20, 9",
Coastal_Pioneer,CP02PMUO,8,R00008,39.93935,-70.7708,AR-18,2017-06-07T12:08:00,Pioneer08,AR-18B,4,
Coastal_Pioneer,CP02PMUO,9,D00009,39.9412,-70.78036667,AR-18,2017-06-07T18:53:00,Pioneer08,AR-18B,"4, 6",
Coastal_Pioneer,CP02PMUO,9,R00009,39.9412,-70.78036667,AR-24,2017-11-11T12:45:00,Pioneer09,"AR-24A, AR-24B, AR-24C","11, 17, 11",
Coastal_Pioneer,CP02PMUO,10,D00010,39.93866667,-70.77005,AR-24,2017-11-11T20:42:00,Pioneer09,AR-24C,11,
Coastal_Pioneer,CP02PMUO,10,R00010,39.93866667,-70.77005,AR-28,2018-04-10T10:15:00,Pioneer10,AR-28B,11,
Coastal_Pioneer,CP02PMUO,11,D00011,39.9419,-70.779,AR-28,2018-04-09T23:28:00,Pioneer10,AR-28B,11,
Coastal_Pioneer,CP02PMUO,11,R00011,39.9419,-70.779,,,,,,
Coastal_Pioneer,CP03ISPM,1,D00001,40.36473333,-70.88816667,AR-24,2017-11-12T03:26:00,Pioneer09,AR-24C,12,
Coastal_Pioneer,CP03ISPM,1,R00001,40.36473333,-70.88816667,AR-28,2018-04-11T19:06:00,Pioneer10,AR-28B,28,
Coastal_Pioneer,CP03ISSM,1,D00001,40.36222,-70.87862,KN-224,2014-12-14T18:52:00,Pioneer03_Leg2,,,
Coastal_Pioneer,CP03ISSM,1,R00001,40.36222,-70.87862,,2014-12-30T00:00:00,,,,
Coastal_Pioneer,CP03ISSM,2,D00002,40.35945,-70.88528,AT-27,2015-05-09T00:57:00,Pioneer04,,,
Coastal_Pioneer,CP03ISSM,2,R00002,40.35945,-70.88528,AT-31,2015-10-21T18:50:00,Pioneer05,AT-31B,1,
Coastal_Pioneer,CP03ISSM,3,D00003,40.36472,-70.88837,AT-31,2015-10-21T17:44:00,Pioneer05,AT-31B,1,
Coastal_Pioneer,CP03ISSM,3,R00003,40.36472,-70.88837,AR-04,2016-05-14T13:45:00,Pioneer06,AR-04A,3,
Coastal_Pioneer,CP03ISSM,4,D00004,40.35945,-70.88498,AR-04,2016-05-28T14:43:00,Pioneer06,AR-04C,3,
Coastal_Pioneer,CP03ISSM,4,R00004,40.35945,-70.88498,AR-08B,2016-10-15T12:14:00,Pioneer07,AR-08A,11,
Coastal_Pioneer,CP03ISSM,5,D00005,40.36192,-70.87827,AR-08B,2016-10-11T13:39:00,Pioneer07,AR-08B,2,
Coastal_Pioneer,CP03ISSM,5,R00005,40.36192,-70.87827,AR-18,2017-06-15T15:56:00,Pioneer08,AR-18C,1,
Coastal_Pioneer,CP03ISSM,6,D00006,40.36706667,-70.88161667,AR-18,2017-06-15T13:43:00,Pioneer08,AR-18C,"1, 13",
Coastal_Pioneer,CP03ISSM,6,R00006,40.36706667,-70.88161667,AR-24,2017-11-01T14:17:00,Pioneer09,AR-24B,9,
Coastal_Pioneer,CP03ISSM,7,D00007,40.35898333,-70.88546667,AR-24,2017-11-01T12:22:00,Pioneer09,"AR-24B, AR-24C","9, 8",
Coastal_Pioneer,CP03ISSM,7,R00007,40.35898333,-70.88546667,AR-28,2018-03-28T16:56:00,Pioneer10,AR-28A,3,
Coastal_Pioneer,CP03ISSM,8,D00008,40.36718,-70.88215,AR-28,2018-03-25T15:27:00,Pioneer10,AR-28A,3,
Coastal_Pioneer,CP03ISSM,8,R00008,40.36718,-70.88215,,,,,,
Coastal_Pioneer,CP03ISSP,1,D00001,,,,2014-12-14T23:46:00,Pioneer03_Leg2,,,Not deployed
Coastal_Pioneer,CP03ISSP,1,R00001,,,,2015-01-11T00:00:00,Pioneer03a,,,Not deployed
Coastal_Pioneer,CP03ISSP,2,D00002,,,,2015-05-11T19:29:00,Pioneer04,AT-27B,6,Failed deployment
Coastal_Pioneer,CP03ISSP,2,R00002,,,,2015-06-16T00:00:00,Pioneer05,,,Failed deployment
Coastal_Pioneer,CP03ISSP,3,D00003,40.36437,-70.88813,SI-1507,2015-07-23T11:45:00,Pioneer04a,,"1, 5",
Coastal_Pioneer,CP03ISSP,3,R00003,40.36437,-70.88813,AT-31,2015-10-15T20:12:00,Pioneer05,,,
Coastal_Pioneer,CP03ISSP,4,D00004,,,,2016-05-28T19:07:00,Pioneer06,,,Not deployed
Coastal_Pioneer,CP03ISSP,4,R00004,,,,2016-05-30T16:44:00,Pioneer06,,,Not deployed
Coastal_Pioneer,CP04OSPM,1,D00001,39.9379,-70.88694,KN-217,2014-04-15T18:24:00,Pioneer02,,5,
Coastal_Pioneer,CP04OSPM,1,R00001,39.9379,-70.88694,KN-222,2014-10-04T12:30:00,Pioneer03_Leg1,,1,
Coastal_Pioneer,CP04OSPM,2,D00002,39.94152,-70.87843,KN-222,2014-10-04T20:04:00,Pioneer03_Leg1,,1,
Coastal_Pioneer,CP04OSPM,2,R00002,39.94152,-70.87843,AT-27,2015-04-29T00:00:00,Pioneer04,AT-27A,1,
Coastal_Pioneer,CP04OSPM,3,D00003,39.94303,-70.88537,AT-27,2015-04-29T20:15:00,Pioneer04,AT-27A,1,
Coastal_Pioneer,CP04OSPM,3,R00003,39.94303,-70.88537,AT-31,2015-10-12T12:44:00,Pioneer05,AT-31A,1,
Coastal_Pioneer,CP04OSPM,4,D00004,39.93565,-70.87998,AT-31,2015-10-12T19:11:00,Pioneer05,AT-31A,1,
Coastal_Pioneer,CP04OSPM,4,R00004,39.93565,-70.87998,AR-04,2016-05-19T12:09:00,Pioneer06,AR-04B,2,
Coastal_Pioneer,CP04OSPM,5,D00005,39.94325,-70.88667,AR-04,2016-05-19T22:35:00,Pioneer06,AR-04B,2,
Coastal_Pioneer,CP04OSPM,5,R00005,39.94325,-70.88667,AR-08A,2016-09-28T13:25:00,Pioneer07,AR-08A,1,
Coastal_Pioneer,CP04OSPM,6,D00006,39.93647,-70.88022,AR-08A,2016-10-01T14:19:00,Pioneer07,AR-08A,19,
Coastal_Pioneer,CP04OSPM,6,R00006,39.93647,-70.88022,AR-18,2017-06-01T23:22:00,Pioneer08,AR-18A,9,
Coastal_Pioneer,CP04OSPM,7,D00007,39.94311667,-70.88671667,AR-18,2017-06-06T21:44:00,Pioneer08,AR-18B,2,
Coastal_Pioneer,CP04OSPM,7,R00007,39.94311667,-70.88671667,AR-24,2017-11-09T23:29:00,Pioneer09,AR-24C,10,
Coastal_Pioneer,CP04OSPM,8,D00008,39.93468333,-70.88023333,AR-24,2017-11-09T22:08:00,Pioneer09,AR-24C,10,
Coastal_Pioneer,CP04OSPM,8,R00008,39.93468333,-70.88023333,AR-28,2018-04-09T16:25:00,Pioneer10,AR-28B,10,
Coastal_Pioneer,CP04OSPM,9,D00009,39.94289,-70.88546,AR-28,2018-04-09T14:09:00,Pioneer10,AR-28B,10,
Coastal_Pioneer,CP04OSPM,9,R00009,39.94289,-70.88546,,,,,,
Coastal_Pioneer,CP04OSSM,1,D00001,39.93617,-70.8803,KN-224,2014-12-12T21:47:00,Pioneer03_Leg2,,,
