reference_designator,start_depth,end_depth,location
GS01SUMO-RII11-02-CTDMOQ011,20,20,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ012,60,60,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ013,100,100,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ014,180,180,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ015,250,250,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ016,350,350,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOQ017,500,500,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOR018,750,750,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOR019,1000,1000,Fixed on Inductive Wire
GS01SUMO-RII11-02-CTDMOR020,1500,1500,Fixed on Inductive Wire
GS01SUMO-RII11-02-DOSTAD031,40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-DOSTAD032,80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-DOSTAD033,130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-FLORDG031,40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-FLORDG032,80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-FLORDG033,130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-PCO2WC051,40,40,Fixed on Inductive Wire
GS01SUMO-RII11-02-PCO2WC052,80,80,Fixed on Inductive Wire
GS01SUMO-RII11-02-PCO2WC053,130,130,Fixed on Inductive Wire
GS01SUMO-RII11-02-PHSENE041,20,20,Fixed on Inductive Wire
GS01SUMO-RII11-02-PHSENE042,100,100,Fixed on Inductive Wire
GS01SUMO-SBD11-01-MOPAK0000,0,0,"Buoy Well, center of Mass"
GS01SUMO-SBD11-03-HYDGN0000,0,0,Buoy Well
GS01SUMO-SBD11-04-DOSTAD000,1,1,Bottom of Buoy
GS01SUMO-SBD11-05-SPKIRB000,-5,-5,Buoy Tower
GS01SUMO-SBD11-06-METBKA000,-5,-5,Buoy Tower
GS01SUMO-SBD11-08-NUTNRB000,1,1,Bottom of Buoy
GS01SUMO-SBD12-01-OPTAAD000,1,1,Bottom of Buoy
GS01SUMO-SBD12-02-FLORTD000,1,1,Bottom of Buoy
GS01SUMO-SBD12-03-HYDGN0000,0,0,Buoy Well
GS01SUMO-SBD12-04-PCO2AA000,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
GS01SUMO-SBD12-05-WAVSSA000,0,0,"Buoy Well, center of Mass"
GS01SUMO-SBD12-06-METBKA000,-5,-5,Buoy Tower
GS01SUMO-SBD12-08-FDCHPA000,-5,-5,Buoy Tower
GS02HYPM-MPM01-02-ZPLSGA009,150,150,Mid-Water Platform
GS02HYPM-MPM01-02-ZPLSGA010,150,150,Mid-Water Platform
GS02HYPM-RIM01-02-CTDMOG039,164,164,Fixed on Inductive Wire
GS02HYPM-WFP02-01-FLORDL000,310,2100,Wire Following Profiler Body
GS02HYPM-WFP02-03-DOSTAL000,310,2100,Wire Following Profiler Body
GS02HYPM-WFP02-04-CTDPFL000,310,2100,Wire Following Profiler Body
GS02HYPM-WFP02-05-VEL3DL000,310,2100,Wire Following Profiler Body
GS02HYPM-WFP03-01-FLORDL000,2100,4400,Wire Following Profiler Body
GS02HYPM-WFP03-03-DOSTAL000,2100,4400,Wire Following Profiler Body
GS02HYPM-WFP03-04-CTDPFL000,2100,4400,Wire Following Profiler Body
GS02HYPM-WFP03-05-VEL3DL000,2100,4400,Wire Following Profiler Body
GS03FLMA-RIM01-02-ACOMM0000,1500,1500,Sensor cage
GS03FLMA-RIM01-02-ADCPSL003,500,500,ADCP Float
GS03FLMA-RIM01-02-CTDMOG040,30,30,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG041,40,40,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG042,60,60,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG043,90,90,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG044,130,130,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG045,180,180,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG046,250,250,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG047,350,350,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOG048,500,500,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOH049,750,750,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOH050,1000,1000,Fixed on Inductive Wire
GS03FLMA-RIM01-02-CTDMOH051,1500,1500,Fixed on Inductive Wire
GS03FLMA-RIS01-03-DOSTAD000,30,30,Sensor cage
GS03FLMA-RIS01-04-PHSENF000,30,30,Sensor cage
GS03FLMA-RIS01-05-FLORTD000,30,30,Sensor cage
GS03FLMB-RIM01-02-ACOMM0000,1500,1500,Sensor cage
GS03FLMB-RIM01-02-ADCPSL007,500,500,ADCP Float
GS03FLMB-RIM01-02-CTDMOG060,30,30,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG061,40,40,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG062,60,60,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG063,90,90,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG064,130,130,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG065,180,180,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG066,250,250,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG067,350,350,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOG068,500,500,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOH069,750,750,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOH070,1000,1000,Fixed on Inductive Wire
GS03FLMB-RIM01-02-CTDMOH071,1500,1500,Fixed on Inductive Wire
GS03FLMB-RIS01-03-DOSTAD000,30,30,Sensor cage
GS03FLMB-RIS01-04-PHSENF000,30,30,Sensor cage
GS03FLMB-RIS01-05-FLORTD000,30,30,Sensor cage
GS05MOAS-GL001-01-FLORDM000,0,1000,Glider Science Bay
GS05MOAS-GL001-02-DOSTAM000,0,1000,Glider Science Bay
GS05MOAS-GL001-03-ACOMMM000,0,1000,Glider Science Bay
GS05MOAS-GL001-04-CTDGVM000,0,1000,Glider Science Bay
GS05MOAS-GL002-01-FLORDM000,0,1000,Glider Science Bay
GS05MOAS-GL002-02-DOSTAM000,0,1000,Glider Science Bay
GS05MOAS-GL002-03-ACOMMM000,0,1000,Glider Science Bay
GS05MOAS-GL002-04-CTDGVM000,0,1000,Glider Science Bay
GS05MOAS-GL003-01-FLORDM000,0,1000,Glider Science Bay
GS05MOAS-GL003-02-DOSTAM000,0,1000,Glider Science Bay
GS05MOAS-GL003-03-ACOMMM000,0,1000,Glider Science Bay
GS05MOAS-GL003-04-CTDGVM000,0,1000,Glider Science Bay
GS05MOAS-PG001-01-CTDGVM000,0,1000,Glider Science Bay
GS05MOAS-PG001-02-DOSTAM000,0,1000,Glider Science Bay
GS05MOAS-PG001-03-FLORTM000,0,1000,Glider Science Bay
GS05MOAS-PG001-04-FLORTO000,0,1000,Glider Science Bay
GS05MOAS-PG001-05-NUTNRM000,0,1000,Glider Science Bay
GS05MOAS-PG001-06-PARADM000,0,1000,Glider Science Bay
GS05MOAS-PG002-01-CTDGVM000,0,1000,Glider Science Bay
GS05MOAS-PG002-02-DOSTAM000,0,1000,Glider Science Bay
GS05MOAS-PG002-03-FLORTM000,0,1000,Glider Science Bay
GS05MOAS-PG002-04-FLORTO000,0,1000,Glider Science Bay
GS05MOAS-PG002-05-NUTNRM000,0,1000,Glider Science Bay
GS05MOAS-PG002-06-PARADM000,0,1000,Glider Science Bay
RS01SBPD-DP01A-01-CTDPFL104,200,2905,Deep Profiler
RS01SBPD-DP01A-02-VEL3DA103,200,2905,Deep Profiler
RS01SBPD-DP01A-03-FLCDRA104,200,2905,Deep Profiler
RS01SBPD-DP01A-03-FLNTUA104,200,2905,Deep Profiler
RS01SBPD-DP01A-05-OPTAAC102,200,2905,Deep Profiler
RS01SBPD-DP01A-06-DOSTAD104,200,2905,Deep Profiler
RS01SBPS-PC01A-05-ADCPTD102,200,200,Mid-Water Platform
RS01SBPS-PC01A-06-VADCPA101,200,200,Mid-Water Platform
RS01SBPS-PC01A-07-CAMDSC102,200,200,Mid-Water Platform
RS01SBPS-PC01A-08-HYDBBA103,200,200,Mid-Water Platform
RS01SBPS-PC01A-4A-CTDPFA103,200,200,Mid-Water Platform
RS01SBPS-PC01A-4A-DOSTAD103,200,200,Mid-Water Platform
RS01SBPS-PC01A-4B-PHSENA102,200,200,Mid-Water Platform
RS01SBPS-PC01A-4C-FLORDD103,200,200,Mid-Water Platform
RS01SBPS-SF01A-2A-CTDPFA102,5,200,Shallow Profiler
RS01SBPS-SF01A-2A-DOFSTA102,5,200,Shallow Profiler
RS01SBPS-SF01A-2D-PHSENA101,5,200,Shallow Profiler
RS01SBPS-SF01A-3A-FLORTD101,5,200,Shallow Profiler
RS01SBPS-SF01A-3B-OPTAAD101,5,200,Shallow Profiler
RS01SBPS-SF01A-3C-PARADA101,5,200,Shallow Profiler
RS01SBPS-SF01A-3D-SPKIRA101,5,200,Shallow Profiler
RS01SBPS-SF01A-4A-NUTNRA101,5,200,Shallow Profiler
RS01SBPS-SF01A-4B-VELPTD102,5,200,Shallow Profiler
RS01SBPS-SF01A-4F-PCO2WA101,5,200,Shallow Profiler
RS01SLBS-LJ01A-05-HPIESA101,2906,2906,Located Off Jbox
RS01SLBS-LJ01A-09-HYDBBA102,2905,2905,Located Off Jbox
RS01SLBS-LJ01A-10-ADCPTE101,2905,2905,Located Off Jbox
RS01SLBS-LJ01A-11-OPTAAC103,2924,2924,Located Off Jbox
RS01SLBS-LJ01A-12-CTDPFB101,2924,2924,Located Off Jbox
RS01SLBS-LJ01A-12-DOSTAD101,2924,2924,Located Off Jbox
RS01SLBS-MJ01A-05-HYDLFA101,2906,2906,co-located with Seismometer
RS01SLBS-MJ01A-05-OBSBBA102,2906,2906,Located Off Jbox
RS01SLBS-MJ01A-06-PRESTA101,2906,2906,Located Off Jbox
RS01SLBS-MJ01A-12-VEL3DB101,2906,2906,Located Off Jbox
RS01SUM1-LJ01B-05-HYDLFA104,779,779,co-located with Seismometer
RS01SUM1-LJ01B-05-OBSBBA101,779,779,Located Off Jbox
RS01SUM1-LJ01B-06-OBSSPA103,779,779,Located Off Jbox
RS01SUM1-LJ01B-07-OBSSPA102,779,779,Located Off Jbox
RS01SUM1-LJ01B-08-OBSSPA101,779,779,Located Off Jbox
RS01SUM1-LJ01B-09-PRESTB102,779,779,Located Off Jbox
RS01SUM1-LJ01B-12-VEL3DB104,779,779,Located Off Jbox
RS01SUM2-MJ01B-00-FLOBNA101,811,811,Located Off Jbox
RS01SUM2-MJ01B-00-OSMOIA101,811,811,Located Off Jbox
RS01SUM2-MJ01B-05-CAMDSB103,811,811,Located Off Jbox
RS01SUM2-MJ01B-06-MASSPA101,811,811,Located Off Jbox
RS01SUM2-MJ01B-12-ADCPSK101,811,811,Located Off Jbox
RS03ASHS-ID03A-01-CAMHDA301,1552,1552,Camera Frame
RS03ASHS-MJ03B-00-OSMOIA301,1552,1552,Located Off Jbox
RS03ASHS-MJ03B-05-OBSSPA302,1552,1552,Located Off Jbox
RS03ASHS-MJ03B-06-OBSSPA301,1552,1552,Located Off Jbox
RS03ASHS-MJ03B-07-TMPSFA301,1552,1552,Located Off Jbox
RS03AXBS-LJ03A-05-HPIESA301,2639,2639,Located Off Jbox
RS03AXBS-LJ03A-09-HYDBBA302,2594,2594,Low-Power Jbox
RS03AXBS-LJ03A-10-ADCPTE303,2594,2594,Low-Power Jbox
RS03AXBS-LJ03A-11-OPTAAC303,2594,2594,Located Off Jbox
RS03AXBS-LJ03A-12-CTDPFB301,2522,2522,Located Off Jbox
RS03AXBS-LJ03A-12-DOSTAD301,2522,2522,Located Off Jbox
RS03AXBS-MJ03A-05-HYDLFA301,2642,2642,co-located with Seismometer
RS03AXBS-MJ03A-05-OBSBBA303,2642,2642,Located Off Jbox
RS03AXBS-MJ03A-06-PRESTA301,2642,2642,Located Off Jbox
RS03AXBS-MJ03A-12-VEL3DB301,2642,2642,Located Off Jbox
RS03AXPD-DP03A-01-CTDPFL304,150,2465,Deep Profiler
RS03AXPD-DP03A-02-VEL3DA303,150,2465,Deep Profiler
RS03AXPD-DP03A-03-FLCDRA302,150,2465,Deep Profiler
RS03AXPD-DP03A-03-FLNTUA302,150,2465,Deep Profiler
RS03AXPD-DP03A-05-OPTAAC302,150,2465,Deep Profiler
RS03AXPD-DP03A-06-DOSTAD304,150,2465,Deep Profiler
RS03AXPS-PC03A-05-ADCPTD302,200,200,Mid-Water Platform
RS03AXPS-PC03A-06-VADCPA301,200,200,Mid-Water Platform
RS03AXPS-PC03A-07-CAMDSC302,200,200,Mid-Water Platform
RS03AXPS-PC03A-08-HYDBBA303,200,200,Mid-Water Platform
RS03AXPS-PC03A-4A-CTDPFA303,200,200,Mid-Water Platform
RS03AXPS-PC03A-4A-DOSTAD303,200,200,Mid-Water Platform
RS03AXPS-PC03A-4B-PHSENA302,200,200,Mid-Water Platform
RS03AXPS-PC03A-4C-FLORDD303,200,200,Mid-Water Platform
RS03AXPS-SF03A-2A-CTDPFA302,5,200,Shallow Profiler
RS03AXPS-SF03A-2A-DOFSTA302,5,200,Shallow Profiler
RS03AXPS-SF03A-2D-PHSENA301,5,200,Shallow Profiler
RS03AXPS-SF03A-3A-FLORTD301,5,200,Shallow Profiler
RS03AXPS-SF03A-3B-OPTAAD301,5,200,Shallow Profiler
RS03AXPS-SF03A-3C-PARADA301,5,200,Shallow Profiler
RS03AXPS-SF03A-3D-SPKIRA301,5,200,Shallow Profiler
RS03AXPS-SF03A-4A-NUTNRA301,5,200,Shallow Profiler
RS03AXPS-SF03A-4B-VELPTD302,5,200,Shallow Profiler
RS03AXPS-SF03A-4F-PCO2WA301,5,200,Shallow Profiler
RS03CCAL-MJ03F-05-BOTPTA301,1526,1526,Located Off Jbox
RS03CCAL-MJ03F-06-HYDLFA305,1526,1526,co-located with Seismometer
RS03CCAL-MJ03F-06-OBSBBA301,1526,1526,Located Off Jbox
RS03ECAL-MJ03E-05-OBSSPA303,1516,1516,Located Off Jbox
RS03ECAL-MJ03E-06-BOTPTA302,1516,1516,Located Off Jbox
RS03ECAL-MJ03E-08-OBSSPA304,1516,1516,Located Off Jbox
RS03ECAL-MJ03E-09-HYDLFA304,1516,1516,co-located with Seismometer
RS03ECAL-MJ03E-09-OBSBBA302,1516,1516,Located Off Jbox
RS03INT1-MJ03C-05-CAMDSB303,1520,1520,Located Off Jbox
RS03INT1-MJ03C-06-MASSPA301,1520,1520,Located Off Jbox
RS03INT1-MJ03C-07-PPSDNA301,1520,1520,co-located with Interactive Sampler
RS03INT1-MJ03C-07-RASFLA301,1520,1520,Located Off Jbox
RS03INT1-MJ03C-09-THSPHA301,1520,1520,Located Off Jbox
RS03INT1-MJ03C-10-TRHPHA301,1520,1520,Located Off Jbox
RS03INT2-MJ03D-05-OBSSPA305,1527,1527,Located Off Jbox
RS03INT2-MJ03D-06-BOTPTA303,1527,1527,Located Off Jbox
RS03INT2-MJ03D-12-VEL3DB304,1527,1527,Located Off Jbox
